11.3795	-0.0156411	-0.0104471	1.56411E-05	1.04471E-05	0	0	0	
11.3792	0.0211622	0.0116587	0.000281695	0.000170095	0	0	0	
11.3788	-0.0128351	-0.00295722	0.000524626	0.000353158	0	0	0	
11.3785	0.016443	0.0105858	0.0007489	0.000510607	0	0	0	
11.3781	-0.0259785	-0.00183291	0.000713752	0.000496272	0	0	0	
11.3777	0.00207719	0.00852188	0.000664337	0.000449478	0	0	0	
11.3773	-0.0234678	-0.00895415	0.000564269	0.000441595	0	0	0	
11.3769	0.0256602	0.00763672	0.000572914	0.000464163	0	0	0	
11.3765	-0.0148651	-0.00880123	0.000612115	0.000484637	0	0	0	
11.376	0.0161076	0.0109365	0.000680828	0.000468824	0	0	0	
11.3756	-0.0128822	-0.00616864	0.000650738	0.000455436	0	0	0	
11.3751	0.014824	0.00115655	0.000630249	0.000452451	0	0	0	
11.3747	-0.00450661	-0.00708091	0.000637208	0.000440045	0	0	0	
11.3742	0.00963014	0.00332889	0.000645268	0.00040902	0	0	0	
11.3737	-0.00519092	-0.00850078	0.000669314	0.000383687	0	0	0	
11.3732	0.0363562	0.00933738	0.000678727	0.000408129	0	0	0	
11.3727	-0.0281368	-0.00991582	0.000755914	0.000426712	0	0	0	
11.3722	0.00479666	0.00805303	0.00075918	0.000401189	0	0	0	
11.3717	-0.0125656	-0.00624971	0.000698746	0.000408444	0	0	0	
11.3711	0.0191065	0.00342637	0.000563613	0.0004042	0	0	0	
11.3706	-0.0184085	-0.00647623	0.000518736	0.00044433	0	0	0	
11.3701	0.0173799	0.00625767	0.000584349	0.000425789	0	0	0	
11.3695	-0.0178624	-0.00320745	0.000616398	0.000433027	0	0	0	
11.369	0.0274699	-0.00349683	0.0006111	0.000417147	0	0	0	
11.3684	0.0018411	-0.00742065	0.000591156	0.000390882	0	0	0	
11.3678	0.0110163	-0.000604528	0.000604828	0.00040727	0	0	0	
11.3672	-0.0145439	0.00142701	0.000684914	0.000424823	0	0	0	
11.3667	0.00698644	0.00890443	0.000733508	0.000436725	0	0	0	
11.3661	-0.00648098	0.00622737	0.000734726	0.000434628	0	0	0	
11.3655	0.0135245	0.00421728	0.000656608	0.000454973	0	0	0	
11.3649	-0.0200055	0.0017538	0.000584412	0.000491526	0	0	0	
11.3643	0.00127423	0.00259516	0.00052477	0.00048488	0	0	0	
11.3637	-0.0183052	-0.0115882	0.000527463	0.000465553	0	0	0	
11.3631	0.0113337	0.00485105	0.000545788	0.000454419	0	0	0	
11.3625	-0.0176306	-0.00403394	0.000617497	0.000480966	0	0	0	
11.3619	0.0104954	0.0021034	0.000673533	0.000514096	0	0	0	
11.3613	-0.0099287	-0.0020818	0.000687729	0.000504465	0	0	0	
11.3607	0.0157389	0.0109643	0.000658012	0.000469923	0	0	0	
11.3601	-0.0226181	0.00492231	0.000647615	0.000472942	0	0	0	
11.3595	0.011385	0.000778267	0.000675886	0.000495008	0	0	0	
11.3588	-0.0167505	0.000869514	0.00074461	0.000499455	0	0	0	
11.3582	0.00801705	-0.00491046	0.000754201	0.000467209	0	0	0	
11.3576	-0.0192003	0.00559283	0.000736997	0.000453038	0	0	0	
11.357	0.0215813	0.00159886	0.000708811	0.000440886	0	0	0	
11.3564	-0.0171975	-0.000151814	0.000707033	0.000439553	0	0	0	
11.3558	0.00633713	0.00116679	0.000707644	0.000433904	0	0	0	
11.3552	-0.0187309	0.00761682	0.000673437	0.000457736	0	0	0	
11.3546	0.0192534	0.00627235	0.000619823	0.000436123	0	0	0	
11.3541	-0.0248415	0.00491093	0.000620088	0.000412929	0	0	0	
11.3535	0.012796	0.00826799	0.000664193	0.000371181	0	0	0	
11.3529	-0.0167965	-0.00249865	0.000688569	0.000385254	0	0	0	
11.3523	0.0194751	0.000228629	0.000690803	0.000410195	0	0	0	
11.3517	-0.0144525	-0.0031471	0.000647089	0.000440509	0	0	0	
11.3512	0.0191644	0.00192858	0.000683433	0.00044834	0	0	0	
11.3506	-0.0131922	0.00138068	0.000662478	0.000435444	0	0	0	
