"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.00736731557907006,0.00142626959206473,1979,5.16544391050558,2.63967499335944e-07
"instruction1",0.00659681387761563,0.00211571247354994,1979,3.11801058040126,0.00184695796912063
"valence1",-0.000330778806480552,0.00211571247354994,1979,-0.15634393170899,0.875777876160783
"TAS.20_z",0.000971862217512538,0.00142232371675345,30,0.683291859697651,0.499666000263399
"instruction1:valence1",-0.00490102042164524,0.00423142494709986,1979,-1.158243495493,0.246904437350877
"instruction1:TAS.20_z",-0.00222591763591412,0.002116237399119,1979,-1.05182794559853,0.293006909074395
"valence1:TAS.20_z",0.00210875261572637,0.002116237399119,1979,0.996463164578914,0.319146976602306
