"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.00906612335576996,0.0304037747460773,1325,0.298190715839969,0.765604359457375
"StimulusAngry",0.0241275450166737,0.0282685041291483,1325,0.853513327286222,0.393528969273505
"StimulusHappy",-0.140616332910598,0.0282685041291485,1325,-4.97431106606041,7.40660002015125e-07
"TreatmentOxazepam",-0.0910909547865249,0.0399583884211766,36,-2.27964536072856,0.0286570983609743
"StimulusAngry:TreatmentOxazepam",0.0446131313708294,0.0371672822066165,1325,1.20033343096815,0.23022442886598
"StimulusHappy:TreatmentOxazepam",0.0623759056724505,0.0371520930381804,1325,1.67893382502967,0.093400722109213
