"Subject","event_no","instruction","valence","SCR_mean_instruction","SCR_mean_stimulus","log_SCR_mean_instruction","log_SCR_mean_stimulus"
55,11,"Upregulate","Negative",1.07201530675674,1.07005951914668,0.0695403412376607,0.0677142722975104
55,12,"Downregulate","Neutral",0.999711312150416,0.995401589748557,-0.000288729527942601,-0.00460901546376385
55,12,"Downregulate","Negative",0.99391878700533,1.04484165963076,-0.00609977887740582,0.043865352051733
55,12,"Upregulate","Neutral",0.995099442812877,0.988654545103117,-0.00491260429196157,-0.011410305543595
55,12,"Upregulate","Negative",0.993977527583698,0.990966624413263,-0.00604068064581969,-0.00907442391428064
55,13,"Downregulate","Neutral",0.996373173896596,0.989246361440104,-0.00363341898284136,-0.0108118768228331
55,13,"Downregulate","Negative",0.998060321243738,1.00789843977797,-0.00194156236923124,0.00786741038461238
55,13,"Upregulate","Neutral",1.02123033351137,1.01095255786832,0.0210081097350438,0.0108930129910114
55,13,"Upregulate","Negative",0.993223974112232,0.98503692734767,-0.00679908738710029,-0.0150761488197027
55,14,"Downregulate","Neutral",0.991230253408814,0.984960928613567,-0.00880842713055612,-0.0151533049789457
55,14,"Downregulate","Negative",0.996487883707317,0.993296631472013,-0.00351829825186022,-0.00672593701593435
55,14,"Upregulate","Neutral",0.996569207448906,0.991266407535706,-0.00343669121511732,-0.00877195380113437
55,14,"Upregulate","Negative",1.02190288008644,1.01960301261603,0.0216664579963166,0.0194133482192955
55,15,"Downregulate","Neutral",0.996036923590324,0.990319556862002,-0.00397095020684864,-0.00972760322818534
55,15,"Downregulate","Negative",0.987267974395163,0.976244731233184,-0.0128137724527145,-0.0240419747870463
55,15,"Upregulate","Neutral",0.998777947494207,0.994178241193284,-0.00122279982085744,-0.00583877130509235
55,15,"Upregulate","Negative",0.99910462336572,1.00047779450877,-0.000895777723373536,0.000477680401316584
55,16,"Downregulate","Neutral",0.997756689545581,0.995327780945502,-0.00224583044476869,-0.00468316798713064
55,16,"Downregulate","Negative",1.00137917554994,0.99720171165663,0.00137822536089227,-0.00280221087148176
55,16,"Upregulate","Neutral",0.99765569654475,1.00029955683945,-0.00234705563673604,0.000299511981258064
55,16,"Upregulate","Negative",1.00512639201616,0.999628068986823,0.00511329680367281,-0.000372000196671145
56,1,"Downregulate","Neutral",0.988028825696725,0.96453407533795,-0.0120434058534725,-0.0361101177239314
56,1,"Downregulate","Negative",0.993004465145081,0.996052556728371,-0.00702011832564366,-0.00395525499014089
56,1,"Upregulate","Neutral",1.03912563258485,1.13967031510328,0.0383796216357721,0.130739023302983
56,1,"Upregulate","Negative",0.978863563960966,0.975386662872779,-0.0213630088182881,-0.0249213092948707
56,2,"Downregulate","Neutral",0.993507493079726,1.06115019847079,-0.00651367491530909,0.0593534127331765
56,2,"Downregulate","Negative",1.06560053996591,1.12382563151588,0.0635385275286243,0.116738607333964
56,2,"Upregulate","Neutral",0.993937947996895,0.99263361099007,-0.00608050083666145,-0.00739365483643056
56,2,"Upregulate","Negative",0.988734682047713,0.998772854650279,-0.0113292522602665,-0.00122789890912327
56,3,"Downregulate","Neutral",0.990815659526392,0.980371127777384,-0.00922677656006523,-0.0198240771932952
56,3,"Downregulate","Negative",0.989038671789269,0.977666317956743,-0.0110218462136028,-0.02258685534854
56,3,"Upregulate","Neutral",0.990492701876102,1.02538175079152,-0.00955278099172463,0.0250649830484893
56,3,"Upregulate","Negative",1.07868255138575,1.14652588406725,0.0757404366734947,0.136736399656921
56,4,"Downregulate","Neutral",1.10735691112802,1.06179518060524,0.101976014705722,0.0599610422658571
56,4,"Downregulate","Negative",0.992560907764694,0.984296969150459,-0.00746690027885121,-0.0158276295445813
56,4,"Upregulate","Neutral",0.995837536129076,1.04875200760471,-0.00417115103872478,0.0476008930808444
56,4,"Upregulate","Negative",0.961238972182813,0.936844717973599,-0.0395322305996774,-0.0652377330240658
56,5,"Downregulate","Neutral",0.995749086018412,0.991064260067329,-0.00425997480339354,-0.00897590309413682
56,5,"Downregulate","Negative",0.99442401593166,0.989645195439582,-0.00559158789901283,-0.0104087885348552
56,5,"Upregulate","Neutral",0.995314593151688,0.987348455201687,-0.00469641777422014,-0.0127322570704241
56,5,"Upregulate","Negative",0.988306214336808,0.993199675388521,-0.0117626957144681,-0.00682355218212828
56,6,"Downregulate","Neutral",0.992602959573279,0.984851001548102,-0.00742453419584604,-0.0152649167159809
56,6,"Downregulate","Negative",0.997718406854307,0.995325897929085,-0.00228419994519295,-0.0046850598445009
56,6,"Upregulate","Neutral",1.14573937018407,1.38645558566228,0.136050166759054,0.326750552139975
56,6,"Upregulate","Negative",1.00114028162593,0.989378351242945,0.00113963199862644,-0.0106784611203086
56,7,"Downregulate","Neutral",0.987622205574632,1.02642192729377,-0.012455037382927,0.0260788973936818
56,7,"Downregulate","Negative",1.05250093573227,1.11962194290097,0.0511691756307942,0.112991077342566
56,7,"Upregulate","Neutral",1.01053090989468,1.08934895549784,0.0104758461069067,0.0855802292591078
56,7,"Upregulate","Negative",1.00094877277935,1.04182687982072,0.000948322978941924,0.0409757873214248
56,8,"Downregulate","Neutral",0.994011562540594,0.988565025852969,-0.00600644005861696,-0.0115008561850356
56,8,"Downregulate","Negative",0.991940406594304,0.980584880377765,-0.0080922474994565,-0.0196060686297798
56,8,"Upregulate","Neutral",1.00228050008478,1.10987236274297,0.00227790369109783,0.104245020192708
56,8,"Upregulate","Negative",1.09137829725479,1.04610914861924,0.0874413903375274,0.0450777087831556
56,9,"Downregulate","Neutral",0.991338326841233,0.969012702830595,-0.00869940347951729,-0.0314775579609956
56,9,"Downregulate","Negative",0.988601586517148,0.974300311780053,-0.0114638732985611,-0.0260356945467324
56,9,"Upregulate","Neutral",0.994376969599474,0.997164884524818,-0.00563889915090406,-0.00283914202735506
56,9,"Upregulate","Negative",1.103935967811,1.09542162779926,0.0988819460016322,0.0911393373749231
56,10,"Downregulate","Neutral",1.01278129101078,0.993566608995703,0.0127002996964525,-0.00645417445084932
56,10,"Downregulate","Negative",0.98917670992007,0.981744815674875,-0.0108822879710562,-0.0184238662358221
56,10,"Upregulate","Neutral",0.996194958777122,1.00995566824668,-0.00381229880835622,0.00990643706477563
56,10,"Upregulate","Negative",0.994730354467192,0.996901985774073,-0.00528357908631034,-0.00310282300634747
56,11,"Downregulate","Neutral",0.967851545069706,0.947131667892422,-0.0326765659980913,-0.0543171586155666
56,11,"Downregulate","Negative",0.999386082288889,0.997122653421664,-0.000614106235751557,-0.00288149409781322
56,11,"Upregulate","Neutral",0.995610801204049,0.999459314623862,-0.0043988596081676,-0.000540831599185964
56,11,"Upregulate","Negative",1.00265013374254,1.02099087044608,0.00264662832995959,0.0207735973659352
56,12,"Downregulate","Neutral",0.998400366841294,1.00637278678388,-0.00160091393786113,0.006352566439347
56,12,"Downregulate","Negative",0.996539601870168,0.990958793515968,-0.00346639915539854,-0.00908232622707655
56,12,"Upregulate","Neutral",0.993260760472585,0.986141599994116,-0.00676205074673087,-0.0139553241488082
56,12,"Upregulate","Negative",1.05305481193068,1.04501857614517,0.0516952849126731,0.0440346614742521
56,13,"Downregulate","Neutral",0.997910180908141,1.04464627451012,-0.00209200581087306,0.0436783348232418
56,13,"Downregulate","Negative",1.02678971659596,1.06950032663428,0.0264371549627153,0.0671915549486708
56,13,"Upregulate","Neutral",0.994333732923959,0.987197429745001,-0.00568238126770157,-0.0128852294152367
56,13,"Upregulate","Negative",0.996547268012404,1.0014686680297,-0.00345870642273143,0.00146759059160887
56,14,"Downregulate","Neutral",1.0169454870432,1.25957488999672,0.016803513902369,0.230774275143455
56,14,"Downregulate","Negative",0.998568611741979,0.983037817692672,-0.00143241367282202,-0.0171076878632155
56,14,"Upregulate","Neutral",0.995808689721346,0.994827322467255,-0.00420011844002057,-0.00518610214330498
56,14,"Upregulate","Negative",0.987913349367663,0.97244219729403,-0.0121602881495756,-0.0279446424857868
56,15,"Downregulate","Neutral",0.993579861082229,1.03145698699346,-0.00644083664538293,0.0309723531865848
56,15,"Downregulate","Negative",0.992567896254512,0.995054357113949,-0.00745985943615767,-0.00495791305044754
56,15,"Upregulate","Neutral",0.979430298184005,0.960309130312176,-0.0207842047380469,-0.0405000356127373
56,15,"Upregulate","Negative",1.02784234156841,1.03374125725837,0.0274617910384164,0.0331845100125007
56,16,"Downregulate","Neutral",0.994077048362245,0.985232945639817,-0.00594056188667276,-0.0148771727347705
56,16,"Downregulate","Negative",1.0310168846438,1.06071568063586,0.0305455818588193,0.0589438507101629
56,16,"Upregulate","Neutral",0.988605368667372,0.974298286508412,-0.0114600475480858,-0.0260377732423074
56,16,"Upregulate","Negative",1.04300192245339,1.24966551462918,0.0421030192128956,0.222875927209418
57,1,"Downregulate","Neutral",1.00733811202254,0.99442641340458,0.00731131907179163,-0.00558917698576862
57,1,"Downregulate","Negative",0.986335472427352,0.989635166850812,-0.0137587465190141,-0.0104189221055824
57,1,"Upregulate","Neutral",0.987976168651698,0.992902736113467,-0.012096702323057,-0.00712256926759888
57,1,"Upregulate","Negative",0.976588341403983,0.922760406897755,-0.0236900653697391,-0.0803856590020529
57,2,"Downregulate","Neutral",1.00424064734959,0.995383852589941,0.00423168114402206,-0.00462683472066505
57,2,"Downregulate","Negative",0.995862433460133,0.98732073091915,-0.00414614995277939,-0.0127603369966548
57,2,"Upregulate","Neutral",1.02524443330676,1.00260593487304,0.0249310556793487,0.00260254531212778
57,2,"Upregulate","Negative",1.07647357542511,1.05346238162346,0.0736904907723881,0.05208224562595
57,3,"Downregulate","Neutral",0.996225826522264,0.989986720201569,-0.00378131364159599,-0.010063749881278
57,3,"Downregulate","Negative",1.00044456922446,0.997032837833819,0.000444470432844286,-0.0029715729189479
57,3,"Upregulate","Neutral",0.996666746773887,0.994664038931125,-0.00333882089038062,-0.00535024815536162
57,3,"Upregulate","Negative",0.992765968904412,0.983618507558988,-0.00726032357568279,-0.0165171526733754
57,4,"Downregulate","Neutral",1.00187413457509,1.00357252362286,0.00187238057602806,0.00356615731834931
57,4,"Downregulate","Negative",0.996029930703234,0.993046734162226,-0.00397797094219685,-0.00697755243694339
57,4,"Upregulate","Neutral",0.993223136948384,1.01123528733241,-0.00679993026264754,0.0111726402932898
57,4,"Upregulate","Negative",0.998379403307088,1.06415236918048,-0.00162191128020131,0.0621785847837137
57,5,"Downregulate","Neutral",0.980374309506394,0.972157904381442,-0.0198208317653586,-0.028237034648441
57,5,"Downregulate","Negative",1.03562570200751,1.03171538962494,0.0350057870572494,0.0312228437764749
57,5,"Upregulate","Neutral",0.990688309935333,0.984009111266122,-0.00935531487560443,-0.0161201225559607
57,5,"Upregulate","Negative",0.983361608915074,0.976011030158118,-0.0167783639009044,-0.0242813912413904
57,6,"Downregulate","Neutral",0.993106938942826,0.979929679246146,-0.00691692794304412,-0.0202744657633742
57,6,"Downregulate","Negative",0.994431672917993,0.992262422209129,-0.00558388800768732,-0.00776766816414085
57,6,"Upregulate","Neutral",1.01805297812979,1.08449342642143,0.017891958159085,0.0811129898753965
57,6,"Upregulate","Negative",0.963375448960537,0.939467195294225,-0.0373120688552445,-0.0624423779343781
57,7,"Downregulate","Neutral",0.989887536071179,0.962138892358762,-0.0101639422345636,-0.038596459986727
57,7,"Downregulate","Negative",0.969389438317485,0.961883911630992,-0.031088850701922,-0.038861509578379
57,7,"Upregulate","Neutral",1.00645387019796,1.02558014317884,0.00643313315267472,0.0252584458217598
57,7,"Upregulate","Negative",0.979103869590622,0.964230731563736,-0.0211175444384988,-0.0364246649156157
57,8,"Downregulate","Neutral",0.938242479917256,0.906006087478239,-0.0637468560087128,-0.098709253890827
57,8,"Downregulate","Negative",0.993032228735698,1.06675177775586,-0.00699215953645827,0.0646183096005064
57,8,"Upregulate","Neutral",1.06097255706696,1.09675309980959,0.0591859941389584,0.0923540874195152
57,8,"Upregulate","Negative",0.999334035126254,1.00598135984754,-0.000666186726855513,0.00596354252729933
57,9,"Downregulate","Neutral",1.00091455237468,0.97706743967807,0.000914134426457791,-0.0231996020155188
57,9,"Downregulate","Negative",1.03856666470042,1.00993099034604,0.0378415555336394,0.00988200212875637
57,9,"Upregulate","Neutral",0.956309566848557,0.99454400711709,-0.0446736036522555,-0.00547093117232329
57,9,"Upregulate","Negative",0.986385504859508,0.973824494298569,-0.013708022232363,-0.0265241822344426
57,10,"Downregulate","Neutral",0.999683306036214,1.17054733213806,-0.00031674412190912,0.157471444669113
57,10,"Downregulate","Negative",1.01330752420243,0.991350275312242,0.0132197568885924,-0.00868735068313241
57,10,"Upregulate","Neutral",0.990871076860547,0.993834682915714,-0.00917084710042602,-0.00618440113156268
57,10,"Upregulate","Negative",0.997304417009032,0.953512586994405,-0.0026992226168788,-0.0476026531956475
57,11,"Downregulate","Neutral",1.06679827609491,1.03902242031088,0.0646618973653886,0.0382802906242876
57,11,"Downregulate","Negative",0.986678515783366,0.989008889176743,-0.0134110111643534,-0.0110519593545767
57,11,"Upregulate","Neutral",0.985929684702374,1.03630925754609,-0.01417024061172,0.0356656104365795
57,11,"Upregulate","Negative",0.999052269470758,0.977051525758572,-0.000948179909769914,-0.0232158895801755
57,12,"Downregulate","Neutral",1.01168786874034,1.01189910637436,0.0116200931924543,0.0118288686366321
57,12,"Downregulate","Negative",0.997710893533263,0.981711808192346,-0.00229173047613406,-0.0184574880455744
57,12,"Upregulate","Neutral",0.98655699676866,0.972770259746806,-0.0135341784336287,-0.0276073400438882
57,12,"Upregulate","Negative",0.990969567977626,0.930557734237009,-0.00907145352161747,-0.071971158358208
57,13,"Downregulate","Neutral",1.06583781532292,1.09079583244309,0.0637611709444168,0.0869075513394338
57,13,"Downregulate","Negative",1.03446973419377,1.08767499035958,0.0338889613170658,0.0840423817114399
57,13,"Upregulate","Neutral",1.00708186618512,1.13940690594547,0.00705690753737387,0.130507869082713
57,13,"Upregulate","Negative",0.98694037248638,0.984174758588102,-0.0131456542546606,-0.0159517975077701
57,14,"Downregulate","Neutral",1.12373640949226,1.06919382034743,0.116659212841584,0.0669049255684237
57,14,"Downregulate","Negative",1.01768926418111,0.973421626768133,0.0175346300602802,-0.0269379640690302
57,14,"Upregulate","Neutral",0.982273112978826,0.963384919993535,-0.0178858901725839,-0.0373022378112288
57,14,"Upregulate","Negative",1.03580749131441,0.990176467093145,0.035181307376184,-0.00987210214903617
57,15,"Downregulate","Neutral",0.995584210961306,1.01077807073732,-0.00442556743194378,0.0107204013394163
57,15,"Downregulate","Negative",0.994486901059445,0.996597769920522,-0.00552835215801606,-0.00340803082495231
57,15,"Upregulate","Neutral",0.96067033618514,0.957159688959969,-0.040123971335611,-0.043785037332451
57,15,"Upregulate","Negative",1.00842793740814,1.02870950272817,0.00839262063661213,0.0283051067209815
57,16,"Downregulate","Neutral",0.998949019984322,0.99293163463678,-0.00105153268243603,-0.00709346460132803
57,16,"Downregulate","Negative",0.986313623951058,0.990022438921514,-0.0137808979258046,-0.0100276705330754
57,16,"Upregulate","Neutral",0.987285079787937,0.975644884804585,-0.012796446615115,-0.0246566063139057
57,16,"Upregulate","Negative",1.00012036537687,0.989810844354221,0.000120358133536355,-0.010241420417862
59,1,"Downregulate","Neutral",0.998859952372713,0.997075794953841,-0.00114069797591587,-0.00292848888699253
59,1,"Downregulate","Negative",1.00414392705792,0.9980347955673,0.00413536463873153,-0.00196713798055753
59,1,"Upregulate","Neutral",0.999648049085511,0.998527304331582,-0.000352012863747627,-0.00147378115053767
59,1,"Upregulate","Negative",0.99905162773542,0.997653532553846,-0.000948822254083207,-0.00234922471496436
59,2,"Downregulate","Neutral",1.01685537781846,1.02155140741405,0.0167149022527656,0.0213224594268344
59,2,"Downregulate","Negative",0.999164387013551,0.998108964045118,-0.000835962305591267,-0.00189282622070076
59,2,"Upregulate","Neutral",0.999316860387985,0.998110487484323,-0.000683373058203304,-0.00189129989632377
59,2,"Upregulate","Negative",1.00238383628937,1.00133475663403,0.00238099945910291,0.00133386663825626
59,3,"Downregulate","Neutral",0.998816082175664,0.996820229111424,-0.00118461920868602,-0.0031848371024781
59,3,"Downregulate","Negative",1.01088571289032,1.00645460203342,0.0108268900186704,0.00643386029497883
59,3,"Upregulate","Neutral",0.998177332359425,0.999147023612167,-0.00182433072037365,-0.000853340379190947
59,3,"Upregulate","Negative",0.999186292970465,0.99767836299369,-0.000814038268800053,-0.00232433618398792
59,4,"Downregulate","Neutral",0.999489131151025,0.998574350739709,-0.000510999386925945,-0.00142666646509736
59,4,"Downregulate","Negative",0.9867368124703,0.990629241155382,-0.013351929139281,-0.00941494063315728
59,4,"Upregulate","Neutral",1.003190984153,1.00517924912228,0.00318590376781814,0.00516588294286289
59,4,"Upregulate","Negative",1.01266423219442,1.01606246710142,0.0125847114812742,0.0159348306338021
59,5,"Downregulate","Neutral",0.998495466361168,1.00242531208853,-0.00150566658608168,0.0024223757658729
59,5,"Downregulate","Negative",0.999612943342199,0.99909710052297,-0.000387131583563951,-0.000903307336285603
59,5,"Upregulate","Neutral",1.0069447900915,0.999869000893485,0.00692078610779328,-0.000131007687647193
59,5,"Upregulate","Negative",0.997948173572939,1.00135165849553,-0.00205393430673367,0.00135074582750148
59,6,"Downregulate","Neutral",0.990154195894415,0.997657993767821,-0.00989459455310514,-0.00234475301827244
59,6,"Downregulate","Negative",1.00148468189358,1.00123307864957,0.00148358084308884,0.00123231903246874
59,6,"Upregulate","Neutral",1.0036559964378,1.00015607294468,0.00364932952734983,0.000156060766566298
59,6,"Upregulate","Negative",0.99608946255054,1.00188439567838,-0.00391820359338712,0.00188262243216169
59,7,"Downregulate","Neutral",1.00125468653926,0.997763685727109,0.00125390007787236,-0.0022388185579305
59,7,"Downregulate","Negative",0.997205756869494,0.997621305314505,-0.0027981543154091,-0.00238152827408523
59,7,"Upregulate","Neutral",1.01060008992591,0.999284274493706,0.0105443028583591,-0.00071598176007256
59,7,"Upregulate","Negative",1.00804988350704,1.00179501660692,0.00801765603089611,0.00179340748991567
59,8,"Downregulate","Neutral",0.999447151562467,0.998412547496337,-0.0005530013145786,-0.00158871384144163
59,8,"Downregulate","Negative",0.999231860110519,0.997241694955339,-0.000768435060090122,-0.00276211617781273
59,8,"Upregulate","Neutral",0.999926906063448,0.994675828672307,-7.30966080437101e-05,-0.00533839523734113
59,8,"Upregulate","Negative",0.999627408638374,0.998892477535052,-0.000372660791033709,-0.00110813622116106
59,9,"Downregulate","Neutral",0.999709316384015,1.00780814720333,-0.000290725872655991,0.00777782137867074
59,9,"Downregulate","Negative",1.00000257219714,0.998665544121726,2.5721938358529e-06,-0.00133534705743346
59,9,"Upregulate","Neutral",0.997375311054149,1.00324596466491,-0.00262813948092575,0.00324070789406839
59,9,"Upregulate","Negative",0.998842119279163,0.998497154961992,-0.0011585515826209,-0.00150397544230265
59,10,"Downregulate","Neutral",1.00212773934564,0.998762862855397,0.00212547891412004,-0.00123790303049631
59,10,"Downregulate","Negative",0.991553368712002,0.993578808379266,-0.0084825062358663,-0.00644189615107704
59,10,"Upregulate","Neutral",1.01320076284147,0.999874029440415,0.0131143920482495,-0.000125978494542405
59,10,"Upregulate","Negative",0.994336062484236,1.00041818640412,-0.00568003843503852,0.000418098988559464
59,11,"Downregulate","Neutral",0.9966974361428,0.996669070353991,-0.00330802935797701,-0.00333648954201003
59,11,"Downregulate","Negative",0.995459752940814,0.99621728486781,-0.00455058528479895,-0.00378988769262462
59,11,"Upregulate","Neutral",0.984892754186348,0.987221968338988,-0.0152225227364279,-0.012860372898924
59,11,"Upregulate","Negative",0.994282748073856,0.998042310019041,-0.0057336579724883,-0.00195960876064928
59,12,"Downregulate","Neutral",0.999005835299369,0.99759328010525,-0.000994659210133269,-0.00240962070029489
59,12,"Downregulate","Negative",0.997945082694525,1.01335624057034,-0.00205703154492922,0.0132678323205093
59,12,"Upregulate","Neutral",0.988239937772331,0.988707997669786,-0.0118297587217559,-0.0113562410354173
59,12,"Upregulate","Negative",0.999784900976178,0.997078363879134,-0.000215122160934483,-0.002925912430923
59,13,"Downregulate","Neutral",0.999991568794422,0.996367672696852,-8.43124112095456e-06,-0.00363894022234762
59,13,"Downregulate","Negative",1.00198334665975,1.00022568412617,0.00198138242450718,0.000225658663337531
59,13,"Upregulate","Neutral",0.981057156197675,0.994628406624795,-0.0191245579155624,-0.0053860722559489
59,13,"Upregulate","Negative",0.994354861864046,1.00061010280759,-0.00566113214891797,0.00060991677053783
59,14,"Downregulate","Neutral",0.996704967271941,0.986587795233007,-0.00330047330293452,-0.0135029607911384
59,14,"Downregulate","Negative",1.00069527883659,0.999125045669238,0.000695037242239429,-0.000875337326721417
59,14,"Upregulate","Neutral",1.00351385063317,1.00038985796753,0.00350769148403585,0.000389781992660311
59,14,"Upregulate","Negative",1.00016722064355,0.99862328241876,0.000167206663733435,-0.0013776661275764
59,15,"Downregulate","Neutral",0.995932752917048,1.01389255008516,-0.00407554082848245,0.0137969331687185
59,15,"Downregulate","Negative",0.99156019208644,0.992232819887956,-0.00847562475961396,-0.00779750176670909
59,15,"Upregulate","Neutral",0.999791409930971,0.999630932871513,-0.00020861182696334,-0.000369135250521527
59,15,"Upregulate","Negative",0.999386436790775,0.998223368977141,-0.000613751516160389,-0.00177821110351176
59,16,"Downregulate","Neutral",1.002426482144,0.996221883580221,0.00242354298977786,-0.00378527152919647
59,16,"Downregulate","Negative",1.00188370550198,1.00113144747038,0.0018819335536412,0.00113080786610259
59,16,"Upregulate","Neutral",0.996270370317147,1.00067184052908,-0.00373660209337687,0.000671614945260973
59,16,"Upregulate","Negative",0.998009634906854,0.997099129430142,-0.00199234850199013,-0.00290508624962434
60,1,"Downregulate","Neutral",1.01803465556168,1.01833178397144,0.0178739603403253,0.018165782485983
60,1,"Downregulate","Negative",0.992274429140565,0.990164399716339,-0.00775556767688882,-0.00988428932045576
60,1,"Upregulate","Neutral",0.976756600160928,1.02908933247012,-0.0235177878023921,0.0286742679234918
60,1,"Upregulate","Negative",0.994265709518814,0.976144333355868,-0.00575079464821488,-0.0241448209658387
60,2,"Downregulate","Neutral",1.02641087214762,1.04220515827094,0.0260681267686655,0.0413388128867367
60,2,"Downregulate","Negative",1.04146687943612,1.03188972713539,0.0406301803837739,0.0313918077991462
60,2,"Upregulate","Neutral",0.98471440870123,0.967945197963257,-0.0154036202557366,-0.0325798069824964
60,2,"Upregulate","Negative",1.03689346283363,1.02810454709855,0.0362291880329764,0.0277168613741341
60,3,"Downregulate","Neutral",1.00516543844396,0.996272346545568,0.00515214333053723,-0.00373461846873065
60,3,"Downregulate","Negative",0.997488989426242,1.00857778323943,-0.00251416844822021,0.0085412030923169
60,3,"Upregulate","Neutral",1.01255120226278,0.998213049169367,0.0124730888560065,-0.00178854933184729
60,3,"Upregulate","Negative",1.01112956564626,1.07166542730576,0.0110680877580853,0.0692139125409544
60,4,"Downregulate","Neutral",1.03389258554497,1.05521862346913,0.0333308882384051,0.0537479714967716
60,4,"Downregulate","Negative",0.998580881822802,1.0304763102224,-0.00142012607906594,0.0300211324595819
60,4,"Upregulate","Neutral",1.00230715815419,0.983795258481371,0.0023045007513966,-0.0163374742285974
60,4,"Upregulate","Negative",1.008792450875,1.08820664741332,0.00875402236836824,0.0845310636830055
60,5,"Downregulate","Neutral",1.01167387461351,1.08968891304221,0.0116062606418667,0.0858922546277674
60,5,"Downregulate","Negative",1.01815308222294,1.0693810004702,0.0179902822876543,0.0670799768422183
60,5,"Upregulate","Neutral",1.01773806002294,1.01195684326883,0.0175825765934339,0.0118859249646723
60,5,"Upregulate","Negative",0.996726179180518,0.985567861902987,-0.00327919149581935,-0.0145372943816548
60,6,"Downregulate","Neutral",1.00120115935957,1.02772345000648,0.00120043854482251,0.0273461133378454
60,6,"Downregulate","Negative",1.00927338615388,1.01530041986667,0.0092306522970507,0.0151845488644663
60,6,"Upregulate","Neutral",0.982461643092589,0.973333497566634,-0.0176939761101295,-0.02702850365509
60,6,"Upregulate","Negative",1.00476888522886,1.00599848505001,0.00475755011863841,0.00598056576191003
60,7,"Downregulate","Neutral",1.01951172574051,1.03613450743616,0.0193238124282364,0.0354969688422517
60,7,"Downregulate","Negative",0.969164308910684,0.964953019125594,-0.0313211160266626,-0.0356758636722409
60,7,"Upregulate","Neutral",0.987303842072463,0.975373904360615,-0.0127774428778621,-0.0249343898465068
60,7,"Upregulate","Negative",1.06329248386587,1.06588401742646,0.0613702109636342,0.0638045181605894
60,8,"Downregulate","Neutral",1.0010167069309,0.984273451083609,0.00101619043446053,-0.0158515230935332
60,8,"Downregulate","Negative",0.991998981993517,0.978651161138983,-0.00803319791400342,-0.0215800215641876
60,8,"Upregulate","Neutral",0.99107200746917,1.00138889146177,-0.00896808586989425,0.00138792784415861
60,8,"Upregulate","Negative",0.972759415120184,0.943382046005046,-0.0276184882949398,-0.0582839394715966
60,9,"Downregulate","Neutral",1.01587011317044,0.991820671458668,0.0157454996162097,-0.0082129627782324
60,9,"Downregulate","Negative",1.11112007243059,1.14892368771594,0.105368580812831,0.138825580399811
60,9,"Upregulate","Neutral",1.03538567673898,1.12640550858007,0.0347739918367457,0.119031596839428
60,9,"Upregulate","Negative",0.98153980577876,0.94948891247277,-0.0186327100220156,-0.0518314260251797
60,10,"Downregulate","Neutral",1.02008561517523,1.03542404619902,0.0198865602200153,0.0348110492830384
60,10,"Downregulate","Negative",0.994973043888494,0.959398997999223,-0.00503963375988018,-0.04144823431828
60,10,"Upregulate","Neutral",1.03781046050246,0.990019870988063,0.0371131673981641,-0.0100302643498216
60,10,"Upregulate","Negative",0.998453343959118,1.0282184467532,-0.00154785334804355,0.0278276413003541
60,11,"Downregulate","Neutral",1.01882637150817,0.997314825305608,0.0186513486607199,-0.0026887862425025
60,11,"Downregulate","Negative",0.99064986663289,0.978851720361209,-0.00939412026773978,-0.0213751082280975
60,11,"Upregulate","Neutral",1.05040177366549,1.06048534105618,0.0491727325669883,0.058726672254909
60,11,"Upregulate","Negative",0.99491907305078,0.966862287942491,-0.0050938787486084,-0.0336992053120277
60,12,"Downregulate","Neutral",0.989375600878638,0.981368385483658,-0.0106812410155092,-0.0188073695362006
60,12,"Downregulate","Negative",1.06382329742077,1.11960753023996,0.0618693032750034,0.11297820446716
60,12,"Upregulate","Neutral",1.01132172354723,0.959714228311465,0.0112581125093067,-0.0411197176776208
60,12,"Upregulate","Negative",0.980947933043959,0.948733667475233,-0.0192358962137429,-0.0526271652028368
60,13,"Downregulate","Neutral",1.00372242728133,0.985040115573624,0.00371551619427161,-0.0150729121686638
60,13,"Downregulate","Negative",0.994199817139456,1.00258068541507,-0.00581706924890394,0.00257736116446782
60,13,"Upregulate","Neutral",1.01598813989303,1.04103293936575,0.0158616757545232,0.0402134311742605
60,13,"Upregulate","Negative",0.986773524879095,0.974259685551575,-0.0133147239540789,-0.0260773932663405
60,14,"Downregulate","Neutral",0.998174412508357,1.00391630314975,-0.00182725590735635,0.00390865439795392
60,14,"Downregulate","Negative",1.04908103459613,1.02889164353892,0.0479145758072585,0.0284821486239295
60,14,"Upregulate","Neutral",0.998286157174973,0.990643656123728,-0.00171531313379998,-0.00940038941372038
60,14,"Upregulate","Negative",1.11782463062211,1.06471752621248,0.111384502520436,0.0627095303774285
60,15,"Downregulate","Neutral",0.997994496305316,0.985871837415971,-0.00200751741001171,-0.0142289151646807
60,15,"Downregulate","Negative",1.01916309375624,0.991624790619765,0.0189817941874308,-0.0084104785085964
60,15,"Upregulate","Neutral",1.09069884962081,1.13615997309865,0.0868186372355924,0.127654131774217
60,15,"Upregulate","Negative",1.07798944209512,1.0602637893063,0.0750976784639983,0.0585177350001285
60,16,"Downregulate","Neutral",1.0100865273328,0.98484770045994,0.0100359978101806,-0.015268268587167
60,16,"Downregulate","Negative",0.994075270018488,0.976437125424804,-0.00594235082783221,-0.0238449184241922
