"time_s","down_neg","down_neu","up_neg","up_neu"
3.5,1.15951363466154,1.14720038616344,1.45333759159751,1.15061791717088
3.6,1.14676411974286,1.27287522401506,1.48723020706638,1.13688989700461
3.7,1.15900575385187,1.19979138860282,1.4472807514085,1.11980024460941
3.8,1.22701558024197,1.24604246015363,1.45696965309125,1.14457351827041
3.9,1.15836200643331,1.15954544425932,1.46747681753824,1.15334622626837
4,1.21467954506328,1.13515815529054,1.4283236426171,1.13782429048409
4.1,1.18987855006602,1.14235918578252,1.3723636228493,1.19715996859989
4.2,1.26905641313288,1.07674345110168,1.4208387905553,1.21973900325984
4.3,1.2711318174281,1.09254418046497,1.34234053205934,1.21544612426855
4.4,1.39546034453033,1.11945564663149,1.34209542558254,1.23046900830265
4.5,1.34642414056592,1.14059758695582,1.27879452520844,1.22417401716664
4.6,1.41930556316737,1.13377515358239,1.32453337165694,1.17581369042809
4.7,1.32656328940363,1.10683762679652,1.25834752806657,1.13533413093814
4.8,1.30588798664859,1.09732190630455,1.23666887404654,1.13062860923236
4.9,1.31183069449482,1.09070725758253,1.22881918763062,1.12771013397958
5,1.32003417378286,1.12610968356844,1.23561892932394,1.13542085355026
5.1,1.28595164711969,1.12155900872635,1.22100473875167,1.11849529356901
5.2,1.3017514640145,1.05055409113536,1.20125129782564,1.14596742467385
5.3,1.32989956719267,1.1488845151925,1.23067005653896,1.15310275262301
5.4,1.28778381739376,1.11120757222573,1.25231540828367,1.14402541151602
5.5,1.26608311263625,1.1102214375952,1.25655056308195,1.12817917917936
5.6,1.21946719633746,1.08255489937007,1.28713152389306,1.15648859230788
5.7,1.36540041121325,1.08784587802957,1.29187473090207,1.12842615610086
5.8,1.27216388001604,1.04904299953904,1.28400120777693,1.11560719382565
5.9,1.3673056988083,1.04769373011278,1.3331686792808,1.11677230343466
6,1.35316467184798,1.02684315394576,1.37406885293736,1.13625579123512
6.1,1.27754382546597,1.0370171176267,1.3704745663111,1.14338770445876
