"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.0234060533671352,0.058261712286904,1123,0.401739881105354,0.687951911229794
"StimulusHappy",-0.148558603188163,0.0270123353332212,1123,-5.49965789168392,4.70948622622588e-08
"TreatmentOxazepam",-0.00784631766589317,0.0364864558296861,71,-0.215047405604938,0.830346872891107
"Wave",-0.0037793096641667,0.0324132226687378,71,-0.116597775629752,0.907507984404454
"StimulusHappy:TreatmentOxazepam",-0.0274701580682641,0.0358956086388442,1123,-0.765279072007082,0.444266179850422
