"time_s","AngryWave1","HappyWave1","NeutralWave1","AngryWave2","HappyWave2","NeutralWave2"
-1.9,1.00464722856774,1.02890082387151,1.03886221870291,0.995085224868772,1.01052851362115,0.996331161954508
-1.8,1.05482511307753,1.00982289746913,0.97890593296988,1.00412508313619,1.01720478734277,0.993910211198935
-1.7,1.00842763290803,0.993357116319742,1.0160094955335,0.994377160917549,1.00288770095748,1.00100108919519
-1.6,0.976942391635905,1.00711269354745,0.978966156533687,1.03385030218316,1.00749130876007,0.994158248665129
-1.5,1.03715261630747,0.990769215641098,1.00906693403054,1.03241842668822,0.98164213186065,1.01356950263322
-1.4,1.002470420178,1.00671515292022,1.01441562164316,0.996533182075335,0.986284189865862,0.994593490923462
-1.3,0.971318346570945,0.95756895302993,1.02301179621638,1.01474155588369,0.998548845685364,1.01453395698254
-1.2,0.996385043318535,1.02736388947152,1.04699781478515,1.01538533624589,0.98079511746632,1.00600426572353
-1.1,1.03795472612875,0.98624816710831,0.992019737547359,0.969748419087043,0.989926905120634,1.01232412099206
-1,0.998726993966375,0.988978653627022,1.01576585733757,0.99962178465283,0.992670104917655,1.0216619228965
-0.9,1.00448644754079,1.03197538792566,0.985475635898337,1.01120540613323,0.97820183225579,0.993073305989739
-0.8,1.01828886147814,0.990644218471144,0.962922618347872,0.998163691622512,1.01158169153777,1.00761762194741
-0.7,0.996658946918472,1.01679851704171,0.989268745547114,0.976803399838018,1.01656123342195,0.966785428822908
-0.6,0.987313481830789,0.990166636624589,0.960229610899414,1.00268893798809,0.994552803706771,0.995827763985384
-0.5,0.954860705479503,0.978881920121625,0.995466846833919,1.0140942826378,1.0269893075737,1.00517817701454
-0.4,1.00375745083178,0.989586674699011,1.02124618091331,1.01604818184121,1.00511797945078,1.02705147202416
-0.3,0.990023143662284,1.00234408439973,0.987073784910025,1.0087569415444,1.02526433886812,0.996089802061388
-0.2,0.998172293652331,1.00919876596896,0.964647662666239,0.974082074021436,1.01933170696795,1.00167328221237
-0.1,0.952515007073157,0.975800100044422,1.03065457016569,0.987062502076805,0.979373781012467,0.97208322807656
0,1.00507314887348,1.01776613169721,0.988992778517959,0.955208106557835,0.975045719606734,0.986531946700466
0.1,0.987934445343535,0.981392869951846,0.989818581249737,0.961984932182294,0.995114828836916,1.01942959335314
0.2,1.0703920230166,1.06785882542128,1.06956233689427,1.04707252406783,1.0280170935001,1.02163643215891
0.3,1.06455337501788,1.07485669127095,1.04958166061753,1.01051809525515,1.01515367385665,0.995366286394952
0.4,1.00830965730941,1.02352926874027,1.01173542339285,1.00659386442024,0.986956409797097,0.972672646084494
0.5,0.998064292278608,1.00904027164293,1.01736773301093,0.990951928791638,0.984477185881762,0.960918158525256
0.6,1.00392748785516,0.988368491685726,0.998473112400076,1.00103003400318,0.963721978496917,0.991476447785764
0.7,1.02337458822238,0.979578178895752,0.984228650041649,0.992458715467658,0.963075283460885,0.975076180562288
0.8,1.00164539832927,0.940094760829401,0.993700029822588,0.987301079704403,0.965826211623545,0.985755089598104
0.9,1.02112724625004,0.943657861495531,1.00198198214452,0.989415226982624,0.969580894022915,0.968407256408159
1,0.989379988655718,0.958442443420361,0.985368606470846,0.995768618279871,0.960339754529862,0.997479650608384
1.1,1.03825612953951,0.945869541362738,0.990455118611653,0.99763008076184,0.964561143781121,0.982161227022837
1.2,1.01095143293778,0.943514916816106,0.984712682993462,0.989239611281555,0.972640077105583,0.969910399816911
1.3,1.02450425980824,0.976408460052481,1.00319462856554,1.01339618993013,0.967075809563955,0.98254978669561
1.4,1.01994145961977,1.01133926148283,1.0037158954819,0.996891155619163,0.972026881740601,0.97327523073333
1.5,1.03032683785407,0.958909851817391,1.01288625760514,1.00232905191352,0.969848479902658,0.978336101071441
1.6,1.07860947016297,0.937791873310524,0.973466405580459,1.00317499850645,0.974896942853508,0.974211814971908
1.7,1.08354443107962,0.966414492809735,1.00880210615129,1.00706202051581,0.976279110233724,0.985591534700684
1.8,1.05972258675081,0.968271013692437,1.00820789058556,1.01781739577988,0.970376426374833,0.963340673997463
1.9,1.02068752549821,1.01400420797548,1.00264225369588,1.0170477968362,0.975384164670989,0.968332828266151
2,1.15555109072051,0.947647352607367,1.00098807806682,1.03186392611727,0.976207065625361,0.979156021228961
2.1,1.08192961214606,0.931352915714277,1.00180859575091,1.03912093986803,0.969685108809491,0.981499448211606
2.2,1.05893407870462,0.942304836066794,1.03000808393713,1.01601915965393,0.977037882320061,0.972695877646216
2.3,1.11529019693796,0.907036060977785,1.02705094490258,1.04419100945452,0.943189792129617,0.987272203474657
2.4,1.07173602141649,0.905279127593199,1.02369663164167,1.03757666722601,0.930035427149471,0.97400551802934
2.5,1.12782208742561,0.883317226689919,1.01242624094668,1.03961620877401,0.904006851614267,0.97370102032504
2.6,1.17148025351738,0.912898239382046,1.04637913238267,1.07240314527118,0.89880999001859,0.971841933373342
2.7,1.05679270236295,0.909816310716636,0.999242878622152,1.12452109870844,0.883782456261429,0.97170867936135
