"","Value","Std.Error","DF","t-value","p-value"
"(Intercept)",0.0259655907291835,0.0484659167851295,1721,0.535749500918352,0.592200915325586
"StimulusAngry",0.0164442887160066,0.0253955859344374,1721,0.647525469916706,0.517378280075532
"StimulusHappy",-0.132114314472154,0.0253955859344371,1721,-5.2022550223188,2.20434854319036e-07
"TreatmentOxazepam",-0.054730752960908,0.0326343025187632,71,-1.67709277467905,0.0979220507526681
"Wave",-0.016081517960895,0.0265731297556927,71,-0.605179672426425,0.54698912364426
"StimulusAngry:TreatmentOxazepam",0.05153823077012,0.033747073822219,1721,1.5271910993417,0.126897252893304
"StimulusHappy:TreatmentOxazepam",0.024087325210607,0.0337360633958243,1721,0.713993358620154,0.475328105436168
