"Subject","event_no","Stimulus","EMG_zyg_mean"
56,10,"Neutral",0.00841898654589912
56,11,"Angry",0.0513673130905931
56,11,"Happy",-0.0507952700454657
56,11,"Neutral",0.230220139527783
56,12,"Angry",-0.0384601195605344
56,12,"Happy",-0.0404677652086251
56,12,"Neutral",0.261518439879812
57,1,"Angry",-0.315459972329064
57,1,"Happy",0.791569663229611
57,1,"Neutral",-0.232042533729142
57,2,"Angry",-0.321710458274346
57,2,"Happy",1.02386811911279
57,2,"Neutral",0.0157960793164169
57,3,"Angry",-0.19067459294407
57,3,"Happy",0.0311492368183396
57,3,"Neutral",-0.127172486464216
57,4,"Angry",-0.239085650052931
57,4,"Happy",0.246064943681012
57,4,"Neutral",0.575328005023721
57,5,"Angry",-0.202417197623029
57,5,"Happy",-0.0284999045664178
57,5,"Neutral",-0.121806670418847
57,6,"Angry",0.173853039123753
57,6,"Happy",0.139849635698483
57,6,"Neutral",-0.0525272076635335
57,7,"Angry",0.312370876792212
57,7,"Happy",0.222052393451975
57,7,"Neutral",-0.11228848300647
57,8,"Angry",0.201516018910792
57,8,"Happy",-0.0860732704553651
57,8,"Neutral",0.258564660788977
57,9,"Angry",-0.068637080284619
57,9,"Happy",-0.0978163909547654
57,9,"Neutral",-0.006387631094229
57,10,"Angry",-0.0325686647554451
57,10,"Happy",-0.085583885059199
57,10,"Neutral",-0.0692286178137808
57,11,"Angry",-0.193679144146886
57,11,"Happy",0.0812158435300387
57,11,"Neutral",-0.32011128737126
57,12,"Angry",-0.146167422570746
57,12,"Happy",-0.0633561261074766
57,12,"Neutral",0.111950971465467
58,1,"Angry",0.205881043526318
58,1,"Happy",0.0733691846430156
58,1,"Neutral",0.206877374503662
58,2,"Angry",0.0090668147330706
58,2,"Happy",-0.112122131018687
58,2,"Neutral",0.115347259028421
58,3,"Angry",0.057248929891639
58,3,"Happy",-0.0215747945192063
58,3,"Neutral",-0.123445887562265
58,4,"Angry",-0.134795378730793
58,4,"Happy",0.0772270396700436
58,4,"Neutral",0.313835881529648
58,5,"Angry",-0.55239038911705
58,5,"Happy",0.0609871250878947
58,5,"Neutral",-0.254480812892268
58,6,"Angry",0.126254651825415
58,6,"Happy",0.340365997505346
58,6,"Neutral",0.00331050779542507
58,7,"Angry",0.0208632705190711
58,7,"Happy",0.101657713696971
58,7,"Neutral",0.525526416847894
58,8,"Angry",0.146559084182147
58,8,"Happy",1.05446933997478
58,8,"Neutral",-0.875044942481829
58,9,"Angry",-0.1985226243796
58,9,"Happy",0.0218996664382807
58,9,"Neutral",0.210858017344699
58,10,"Angry",0.084082550752796
58,10,"Happy",1.11714619765493
58,10,"Neutral",0.307892744215435
58,11,"Angry",0.0708192475041622
58,11,"Happy",0.00372401076723342
58,11,"Neutral",-0.0880367184226968
58,12,"Angry",0.0624924569147844
58,12,"Happy",-0.379582785789178
58,12,"Neutral",0.189586181474419
59,1,"Angry",-0.0193697097637283
59,1,"Happy",-0.0354036961424992
59,1,"Neutral",0.0302204980052503
59,2,"Angry",-0.0128133161877119
59,2,"Happy",0.0449296677923279
59,2,"Neutral",-0.0196455066662381
59,3,"Angry",0.0233261040735527
59,3,"Happy",-0.0112010679737236
59,3,"Neutral",0.0193560519606272
59,4,"Angry",-0.00623753189926346
59,4,"Happy",0.0753899531859338
59,4,"Neutral",-0.0322346631448373
59,5,"Angry",-0.191358890193995
59,5,"Happy",-0.0452993307754093
59,5,"Neutral",-0.0208190987381562
59,6,"Angry",0.0153359960592428
59,6,"Happy",0.00544166155057832
59,6,"Neutral",-0.0519682908216406
59,7,"Angry",-0.707504511179726
59,7,"Happy",0.00333769796192969
59,7,"Neutral",-0.230994034592001
59,8,"Angry",-0.00289426115964544
59,8,"Happy",0.116037808392781
59,8,"Neutral",-0.0251327962062523
59,9,"Angry",-0.102765614056419
59,9,"Happy",-0.00649154361161868
59,9,"Neutral",-0.0345472906047195
59,10,"Angry",-0.0274835408237348
59,10,"Happy",0.00611875100713923
59,10,"Neutral",-0.031622699733806
59,11,"Angry",-0.127964662739013
59,11,"Happy",-0.0055707127776842
59,11,"Neutral",-0.983324108112949
59,12,"Angry",-0.0258361189069089
59,12,"Happy",-0.010873873777789
59,12,"Neutral",-0.118133549936291
60,1,"Angry",-0.521202391861717
60,1,"Happy",0.0626456368701982
60,1,"Neutral",-0.0131205959966094
60,2,"Angry",0.0104384101628195
60,2,"Happy",-0.0567698474879544
60,2,"Neutral",0.0127099518918313
60,3,"Angry",0.0169155659447857
60,3,"Happy",-0.102371872242452
60,3,"Neutral",0.0101692654229941
60,4,"Angry",-0.139843805425636
60,4,"Happy",-0.0425614795473606
60,4,"Neutral",-0.0187813260085212
60,5,"Angry",-0.0950158752964113
60,5,"Happy",0.0572929946813663
60,5,"Neutral",0.0907543867438561
60,6,"Angry",0.00354115285904649
60,6,"Happy",0.0447657028598586
60,6,"Neutral",0.0580711404813593
60,7,"Angry",-0.103693154109038
60,7,"Happy",0.150559263940684
60,7,"Neutral",-0.00865535463672948
60,8,"Angry",0.0116616609256643
60,8,"Happy",-0.05240685325766
60,8,"Neutral",0.0044126723691608
60,9,"Angry",-0.0880130432575804
60,9,"Happy",0.0113932491789725
60,9,"Neutral",0.0391594969073556
60,10,"Angry",-0.0762838691400092
60,10,"Happy",-0.00768686293189316
60,10,"Neutral",-0.0800509666985561
60,11,"Angry",0.0521385274967639
60,11,"Happy",-0.621021139657562
60,11,"Neutral",0.0398283094746076
60,12,"Angry",0.0560564142884869
60,12,"Happy",-0.376447823654954
60,12,"Neutral",0.0989642781857072
61,1,"Angry",0.589353567588204
61,1,"Happy",-0.454005661163967
61,1,"Neutral",-0.181297578455793
61,2,"Angry",-0.534448689838998
61,2,"Happy",-0.0801705853122703
61,2,"Neutral",-0.110920194230689
61,3,"Angry",-0.253908824719792
61,3,"Happy",0.0796663395887219
61,3,"Neutral",-0.0756915636325688
61,4,"Angry",-0.00179519258232067
61,4,"Happy",0.0517926502213115
61,4,"Neutral",-0.011195884793896
61,5,"Angry",-0.136856225935409
61,5,"Happy",0.1901737891807
61,5,"Neutral",-0.0797433049599484
61,6,"Angry",-0.124831136349346
61,6,"Happy",0.0149497661370244
61,6,"Neutral",-0.130628599226021
61,7,"Angry",0.179963392520252
61,7,"Happy",-0.331446704142363
61,7,"Neutral",-0.035436559105011
61,8,"Angry",-0.680755703587024
61,8,"Happy",-0.143183393238744
61,8,"Neutral",-0.709931712752791
61,9,"Angry",-0.154819412830002
61,9,"Happy",-0.703167343419971
61,9,"Neutral",-0.613999820001082
61,10,"Angry",-0.220392701472865
61,10,"Happy",0.966814695645164
61,10,"Neutral",-0.589230832644071
61,11,"Angry",-0.0109880479824463
61,11,"Happy",0.191366703016089
61,11,"Neutral",-0.389580948487505
61,12,"Angry",0.34003925493812
61,12,"Happy",0.0616068226197164
61,12,"Neutral",-0.21923998554774
62,1,"Angry",-0.00787934972387116
62,1,"Happy",-0.0161188590337134
62,1,"Neutral",-0.00409602710878727
62,2,"Angry",0.00304389963767591
62,2,"Happy",-0.000444265953565837
62,2,"Neutral",0.00253184916489523
62,3,"Angry",0.000335247033604327
62,3,"Happy",-0.00818543164107932
62,3,"Neutral",-0.0119407179108852
62,4,"Angry",0.00200457247165695
62,4,"Happy",0.00301820372355987
62,4,"Neutral",0.00487192833404644
62,5,"Angry",-0.00180572917855615
62,5,"Happy",-0.00198409631317612
62,5,"Neutral",0.016776352431483
62,6,"Angry",-0.000727193769589719
62,6,"Happy",-0.00497107834268701
62,6,"Neutral",-0.00508535933914173
62,7,"Angry",-0.0435234609805857
62,7,"Happy",-0.0151868190376374
62,7,"Neutral",-0.0166375432832056
62,8,"Angry",0.0279073651403288
62,8,"Happy",-0.00811921360839678
62,8,"Neutral",0.00334751070095706
62,9,"Angry",-0.00401855584434468
62,9,"Happy",0.0101844883651518
62,9,"Neutral",-0.0295384917775861
62,10,"Angry",0.00890735796856478
62,10,"Happy",-0.0135639963456351
62,10,"Neutral",-0.0170967497607188
62,11,"Angry",-0.00187533458832652
62,11,"Happy",-0.00989272369731075
62,11,"Neutral",-0.0049945344040656
62,12,"Angry",0.0205729986528888
62,12,"Happy",0.00170904893013769
62,12,"Neutral",-0.00109586125574006
63,1,"Angry",-0.544588973773232
63,1,"Happy",0.135863085786203
63,1,"Neutral",0.0640589636475206
63,2,"Angry",0.179093316152841
63,2,"Happy",-0.0953399110262811
63,2,"Neutral",-0.00218704697450163
63,3,"Angry",-0.0221829581204307
63,3,"Happy",0.0530085286941407
63,3,"Neutral",0.201667954467872
63,4,"Angry",0.359909050546645
63,4,"Happy",0.11121368650424
63,4,"Neutral",0.0294457029906417
63,5,"Angry",0.0665050203573543
63,5,"Happy",0.0145900810936472
63,5,"Neutral",0.0525851437990023
63,6,"Angry",-0.443881092583849
63,6,"Happy",0.0763525348921359
63,6,"Neutral",-0.0431275943829619
63,7,"Angry",0.123307830844351
63,7,"Happy",-0.499982667410192
63,7,"Neutral",0.100693970904104
63,8,"Angry",0.0904581831068896
63,8,"Happy",0.0257871264163113
63,8,"Neutral",0.0278094478240198
63,9,"Angry",0.109476727303758
63,9,"Happy",0.0357394250427132
63,9,"Neutral",-0.0859614749461667
63,10,"Angry",0.0381771413432675
63,10,"Happy",-0.0441686407711878
63,10,"Neutral",-0.0154775009147845
63,11,"Angry",-0.246040724934848
63,11,"Happy",-0.0508667319329421
63,11,"Neutral",-0.0261194736847305
63,12,"Angry",-0.0275308791357166
63,12,"Happy",0.0224855958516024
63,12,"Neutral",0.0178882286386872
64,1,"Angry",-0.0682078325826325
64,1,"Happy",-1.1271815206259
64,1,"Neutral",-0.0460184229319381
64,2,"Angry",-0.0734138164772957
64,2,"Happy",2.89155586177799
64,2,"Neutral",-0.484267518673937
64,3,"Angry",-0.49182225542289
64,3,"Happy",0.390610078560342
64,3,"Neutral",-0.358807107233072
64,4,"Angry",0.905182057263563
64,4,"Happy",1.81706116520797
64,4,"Neutral",-0.0167842834973945
64,5,"Angry",-0.469142527151935
64,5,"Happy",1.4745202430749
64,5,"Neutral",-0.0630063401435688
64,6,"Angry",0.273509257698507
64,6,"Happy",-0.350220874783414
64,6,"Neutral",0.0180808218520163
64,7,"Angry",-0.227316411191299
64,7,"Happy",3.4947292405317
64,7,"Neutral",0.798529538210794
64,8,"Angry",-1.11166332917476
64,8,"Happy",2.43536438358088
64,8,"Neutral",-0.0752329434169278
64,9,"Angry",0.321388237400907
64,9,"Happy",0.274320223794001
64,9,"Neutral",-0.241283931920314
64,10,"Angry",-0.0309972677726112
64,10,"Happy",2.36020681584512
64,10,"Neutral",0.0555308911481051
64,11,"Angry",-0.638719497989226
64,11,"Happy",2.68380061814255
64,11,"Neutral",0.298911598747996
64,12,"Angry",-0.0958863564095203
64,12,"Happy",0.275664844504901
64,12,"Neutral",-0.274201005552186
65,1,"Angry",-0.760208715165701
65,1,"Happy",0.00948347901161939
65,1,"Neutral",0.124879987644452
65,2,"Angry",-0.00722878844386151
65,2,"Happy",1.2989997786039
65,2,"Neutral",-0.29591780656273
65,3,"Angry",-0.085016813196242
65,3,"Happy",0.290634440640682
65,3,"Neutral",0.0352292721638928
65,4,"Angry",-0.00856665392010323
65,4,"Happy",0.450794721543964
65,4,"Neutral",-0.14794021287097
65,5,"Angry",0.0171270530749231
65,5,"Happy",0.255779894190981
65,5,"Neutral",-0.104296137321678
65,6,"Angry",-0.00673574341732942
65,6,"Happy",0.294386064572037
65,6,"Neutral",0.0213972178631315
65,7,"Angry",0.0573209924508556
65,7,"Happy",0.263826104806884
65,7,"Neutral",0.0239548692298704
65,8,"Angry",-0.086073548495803
65,8,"Happy",-0.106462595662494
65,8,"Neutral",0.0134000873812224
65,9,"Angry",-0.00670303142901404
65,9,"Happy",0.560133508754444
65,9,"Neutral",-0.0473305051619513
65,10,"Angry",0.0292130623691769
65,10,"Happy",0.120899321141328
65,10,"Neutral",-0.0643468379423191
65,11,"Angry",0.050099460705973
65,11,"Happy",0.139678973609169
65,11,"Neutral",-0.082465618913142
65,12,"Angry",0.0443246094410404
65,12,"Happy",0.0617159813346652
65,12,"Neutral",0.11596348126394
66,1,"Angry",0.0210142990501035
66,1,"Happy",-0.0598505656123719
66,1,"Neutral",-0.0439169761383569
66,2,"Angry",0.0341864763318912
66,2,"Happy",-0.209958055206186
66,2,"Neutral",0.00611716413131576
66,3,"Angry",-0.0310754942207987
66,3,"Happy",-0.46926317277388
66,3,"Neutral",0.105268635131589
66,4,"Angry",-0.0834134462330222
66,4,"Happy",-0.117834118838299
66,4,"Neutral",0.277670048436237
66,5,"Angry",0.0945936427091391
66,5,"Happy",0.125854159279127
66,5,"Neutral",0.0197925539660505
66,6,"Angry",-0.317238951591189
66,6,"Happy",-0.419414967287639
66,6,"Neutral",-0.119813572013858
66,7,"Angry",-0.770930274768441
66,7,"Happy",-0.593853727858257
66,7,"Neutral",0.463941073708175
66,8,"Angry",-0.0231466145519223
66,8,"Happy",-0.0694773592802562
66,8,"Neutral",0.506674798211392
66,9,"Angry",0.0580048333152697
66,9,"Happy",0.11901944764981
66,9,"Neutral",0.00554705689330708
66,10,"Angry",-1.17872634735952
66,10,"Happy",0.0359264674731394
66,10,"Neutral",0.0908161407725397
66,11,"Angry",0.0659792038735705
66,11,"Happy",-0.0683278613949686
66,11,"Neutral",-0.539242973832854
66,12,"Angry",1.73050123785732
66,12,"Happy",-0.409528478052689
66,12,"Neutral",-0.225371893580073
67,1,"Angry",-0.085576095540436
67,1,"Happy",0.037323715321248
67,1,"Neutral",-0.00209773053629544
67,2,"Angry",-0.310849383028486
67,2,"Happy",-0.00500325108547154
67,2,"Neutral",0.0793292740649256
67,3,"Angry",-0.0611323723574791
67,3,"Happy",0.238908988640769
67,3,"Neutral",0.0467586341470932
67,4,"Angry",0.0597346102509588
67,4,"Happy",0.0949461815098883
67,4,"Neutral",-0.0271022708807841
67,5,"Angry",0.0103182515393273
67,5,"Happy",0.0293383613915463
67,5,"Neutral",0.0165445827184301
67,6,"Angry",0.0594657943690343
67,6,"Happy",0.0960731400374632
67,6,"Neutral",-0.0129002522423408
67,7,"Angry",-0.0404990978250725
67,7,"Happy",-0.0307270891107057
67,7,"Neutral",0.00947122201548418
67,8,"Angry",0.0625016091304287
67,8,"Happy",-0.0544494660765281
67,8,"Neutral",0.0637421486218602
67,9,"Angry",-0.0406329447592511
67,9,"Happy",-0.100540335791433
67,9,"Neutral",-0.449123255845336
67,10,"Angry",-0.00278900523037871
67,10,"Happy",-0.0152143339859002
67,10,"Neutral",-0.0385067373735803
67,11,"Angry",0.0292735822309428
67,11,"Happy",-0.0764462310909989
67,11,"Neutral",-0.0475390087293876
67,12,"Angry",0.0380625510953916
67,12,"Happy",-0.000831296735174415
67,12,"Neutral",-0.0367928795473882
68,1,"Angry",-0.255148362992275
68,1,"Happy",-1.17258209347004
68,1,"Neutral",-0.427551819049696
68,2,"Angry",-0.725448168689961
68,2,"Happy",-0.789980780702654
68,2,"Neutral",-1.41058639598057
68,3,"Angry",-0.163666970829235
68,3,"Happy",0.148507300889506
68,3,"Neutral",-0.526633834734095
68,4,"Angry",-1.13049623988349
68,4,"Happy",0.00748794813343523
68,4,"Neutral",-0.384949545727312
68,5,"Angry",-0.460019290039338
68,5,"Happy",1.46164630373641
68,5,"Neutral",-0.982367170766998
68,6,"Angry",-0.89778237126759
68,6,"Happy",-0.0831450294325853
68,6,"Neutral",-0.489522411604391
68,7,"Angry",-0.728201755633602
68,7,"Happy",0.634893528414475
68,7,"Neutral",1.14932438843319
68,8,"Angry",-0.38708650713387
68,8,"Happy",0.0702236307913466
68,8,"Neutral",0.264319324033284
68,9,"Angry",-0.902587019916791
68,9,"Happy",-0.0580165692364074
68,9,"Neutral",-1.30321443899254
68,10,"Angry",-0.340087978307204
68,10,"Happy",-1.69850766625291
68,10,"Neutral",0.0835480443128312
68,11,"Angry",-0.172613417483653
68,11,"Happy",0.0152773235750465
68,11,"Neutral",-0.0188123378726095
68,12,"Angry",0.599469398024978
68,12,"Happy",1.16439363000353
68,12,"Neutral",0.0546817606319553
69,1,"Angry",-0.0531025771500575
69,1,"Happy",0.0288720686962926
69,1,"Neutral",-0.0109838408871695
69,2,"Angry",0.0378731286327227
69,2,"Happy",-0.0525138245436403
69,2,"Neutral",-0.0589031588828974
69,3,"Angry",0.403884802040596
69,3,"Happy",0.563684610288284
69,3,"Neutral",0.0496209609507839
69,4,"Angry",0.0549015901045673
69,4,"Happy",-0.263110459835967
69,4,"Neutral",0.0203714929854274
69,5,"Angry",0.495764029376862
69,5,"Happy",0.0186434313238567
69,5,"Neutral",0.0506446756015836
69,6,"Angry",0.0391567123904063
69,6,"Happy",-0.00792013724531055
69,6,"Neutral",-0.0337843025615964
69,7,"Angry",-0.047091910271771
69,7,"Happy",0.0418879084315757
69,7,"Neutral",-0.00405109555241854
69,8,"Angry",0.0469519742798701
69,8,"Happy",-0.672384895954429
69,8,"Neutral",0.0302243907503439
69,9,"Angry",-0.022248723633046
69,9,"Happy",0.0731405293039695
69,9,"Neutral",-0.282764151279223
69,10,"Angry",-0.0368998960979232
69,10,"Happy",0.03938477469749
69,10,"Neutral",-0.0202723339959784
69,11,"Angry",-0.0111543414722728
69,11,"Happy",-0.0459571860169309
69,11,"Neutral",0.0376791201629774
69,12,"Angry",0.0170731740932615
69,12,"Happy",0.00610037796828337
69,12,"Neutral",0.0388880852391131
71,1,"Angry",0.0263266445633276
71,1,"Happy",-0.0042889757793454
71,1,"Neutral",0.0081378760550972
71,2,"Angry",-0.00439998148087572
71,2,"Happy",0.00878165303377869
71,2,"Neutral",-0.0187783277867265
71,3,"Angry",0.015645686706718
71,3,"Happy",-0.274078806781056
71,3,"Neutral",-0.0034202024710191
71,4,"Angry",0.0236890653306485
71,4,"Happy",-0.0180078537188695
71,4,"Neutral",2.35994182440007e-06
71,5,"Angry",-0.0258255739633733
71,5,"Happy",-0.0358418233391795
71,5,"Neutral",0.0194285876850592
71,6,"Angry",-0.112112175576065
71,6,"Happy",0.0100825392996847
71,6,"Neutral",-0.0203345356713902
71,7,"Angry",-0.0376178427912509
71,7,"Happy",-0.00902749936334315
71,7,"Neutral",-0.0823331668339747
71,8,"Angry",-0.204610927249516
71,8,"Happy",-0.0222238208374427
71,8,"Neutral",-0.0309855623566427
71,9,"Angry",0.00475046202086569
71,9,"Happy",-0.00559502510938826
71,9,"Neutral",-0.0238746224930686
71,10,"Angry",-0.0935440093905864
71,10,"Happy",-0.000551973826499964
71,10,"Neutral",-0.0488328024216601
71,11,"Angry",-0.0178415485508205
71,11,"Happy",-0.0366687351150456
71,11,"Neutral",-0.0467181996581724
71,12,"Angry",-0.00590873946368611
71,12,"Happy",-0.0526562456375444
71,12,"Neutral",-0.0112040003705821
72,1,"Angry",-0.29747580000479
72,1,"Happy",0.0823414379836823
72,1,"Neutral",-0.0194067100529198
72,2,"Angry",-0.0663860270290697
72,2,"Happy",0.0204261805491719
72,2,"Neutral",-0.0422627859661066
72,3,"Angry",-0.0407163382904373
72,3,"Happy",-0.0855710613351557
72,3,"Neutral",-0.0342487656372866
72,4,"Angry",0.0201570475114166
72,4,"Happy",-0.0329016086497411
72,4,"Neutral",-0.0419146721624499
72,5,"Angry",-0.0807306158271655
72,5,"Happy",0.0214223914163379
72,5,"Neutral",-0.00284985018653936
72,6,"Angry",0.0878965015787651
72,6,"Happy",0.00704321932851621
72,6,"Neutral",-0.00576272556592328
72,7,"Angry",-0.0493818705745729
72,7,"Happy",0.0563983686040507
72,7,"Neutral",0.0477262509061608
72,8,"Angry",-0.15321169826094
72,8,"Happy",-0.047975228234038
72,8,"Neutral",-0.0288199110518402
72,9,"Angry",-0.0375675787265747
72,9,"Happy",0.102973088432681
72,9,"Neutral",0.0667616106058189
72,10,"Angry",0.0916329377074491
72,10,"Happy",-0.0644506419262224
72,10,"Neutral",-0.0731619337258034
72,11,"Angry",-0.0720907433447191
72,11,"Happy",0.0337875670265724
72,11,"Neutral",-0.0115879477224811
72,12,"Angry",-0.0720358351754428
72,12,"Happy",0.0713327825517594
72,12,"Neutral",0.0254850073002055
73,1,"Angry",-0.027130837969431
73,1,"Happy",-0.299212211611105
73,1,"Neutral",-0.017303708403825
73,2,"Angry",0.00606786434845107
73,2,"Happy",-0.0487467013057972
73,2,"Neutral",-0.0106067896010544
73,3,"Angry",0.0417518850891736
73,3,"Happy",-0.00536996485223865
73,3,"Neutral",0.0179058095588404
73,4,"Angry",0.0374384647225084
73,4,"Happy",0.0171318979821106
73,4,"Neutral",0.0690389002580745
73,5,"Angry",0.011587626130424
73,5,"Happy",0.0241733762129109
73,5,"Neutral",0.0449746927116009
73,6,"Angry",0.0213306390062913
73,6,"Happy",-0.0348605566675264
73,6,"Neutral",0.023061715228325
73,7,"Angry",-0.0206254948407507
73,7,"Happy",-0.00864111400061517
73,7,"Neutral",-0.03101976262091
73,8,"Angry",-0.0273438445940494
73,8,"Happy",0.035246949547743
73,8,"Neutral",-0.00763202105914335
73,9,"Angry",-0.0135486289067811
73,9,"Happy",-0.0762493353829038
73,9,"Neutral",-0.0198021498061636
73,10,"Angry",-0.00230913483779924
73,10,"Happy",0.0224422261460821
73,10,"Neutral",0.0234191930960084
73,11,"Angry",0.0286572358621376
73,11,"Happy",0.0283463521842226
73,11,"Neutral",0.016907136594141
73,12,"Angry",0.00580504519629139
73,12,"Happy",0.0833986917410324
73,12,"Neutral",0.02629302272958
74,1,"Angry",0.00948202831770036
74,1,"Happy",0.00682903352849684
74,1,"Neutral",0.0181845551819424
74,2,"Angry",-0.0136517149036493
74,2,"Happy",-0.00511104092938544
74,2,"Neutral",-0.0190705173364836
74,3,"Angry",-0.0326513639625112
74,3,"Happy",0.169952901633629
74,3,"Neutral",0.00963400362108036
74,4,"Angry",0.0140680403972948
74,4,"Happy",0.00885269494173804
74,4,"Neutral",-0.0380996011113043
74,5,"Angry",-0.0215192882219927
74,5,"Happy",-0.0378202721740222
74,5,"Neutral",0.00552890327915411
74,6,"Angry",0.0185350073046306
74,6,"Happy",-0.0332332742046651
74,6,"Neutral",0.000323569658679245
74,7,"Angry",-0.0271706527890652
74,7,"Happy",-0.0146766830398359
74,7,"Neutral",-0.00947186219938061
74,8,"Angry",0.0235738323121529
74,8,"Happy",0.0165162580763522
74,8,"Neutral",0.0130361945988722
74,9,"Angry",-0.0302707566243429
74,9,"Happy",-0.00286662248961454
74,9,"Neutral",0.00113107370457067
74,10,"Angry",-0.0339913422981296
74,10,"Happy",0.012451923825877
74,10,"Neutral",-0.027510123357972
74,11,"Angry",-0.0164065917644838
74,11,"Happy",0.0140106302814861
74,11,"Neutral",0.039325209157832
74,12,"Angry",-0.00832729679625204
74,12,"Happy",-0.0245078565602063
74,12,"Neutral",-0.0114505688747579
75,1,"Angry",0.0196187588242209
75,1,"Happy",-0.00512240794004875
75,1,"Neutral",-0.0127093299154488
75,2,"Angry",0.0171547085116816
75,2,"Happy",0.014791246191648
75,2,"Neutral",0.0212188371548006
75,3,"Angry",0.00684820869553322
75,3,"Happy",-0.00666553766947125
75,3,"Neutral",0.025798830158167
75,4,"Angry",-0.00797645231608302
75,4,"Happy",0.0233309988308204
75,4,"Neutral",0.0302525784707495
75,5,"Angry",-0.0353920090931289
75,5,"Happy",0.0179839613306143
75,5,"Neutral",0.0160646569412498
75,6,"Angry",-0.0179569355197908
75,6,"Happy",0.000558086177883027
75,6,"Neutral",-0.00665857066914094
75,7,"Angry",0.0121709639650995
75,7,"Happy",0.031927606425067
75,7,"Neutral",-0.0166547624209429
75,8,"Angry",-0.0436030367468949
75,8,"Happy",0.0328332391990718
75,8,"Neutral",0.0427605269658991
75,9,"Angry",-0.00633667534004899
75,9,"Happy",-0.00872199941219801
75,9,"Neutral",0.0103936896890567
75,10,"Angry",-0.0550859278353012
75,10,"Happy",-0.0111970017780271
75,10,"Neutral",-0.0208651037772015
75,11,"Angry",0.00804221276695597
75,11,"Happy",0.00889131234514359
75,11,"Neutral",-0.00942951341753593
75,12,"Angry",0.0665640890094636
75,12,"Happy",0.0210218059158556
75,12,"Neutral",-0.0083816466765189
76,1,"Angry",0.0894704097772924
76,1,"Happy",-0.027028072611191
76,1,"Neutral",0.00453785553547409
76,2,"Angry",0.00463256988465688
76,2,"Happy",-0.183270496352854
76,2,"Neutral",0.0702898816184739
76,3,"Angry",0.16018834290155
76,3,"Happy",0.0160065648838973
76,3,"Neutral",-0.00378570010921808
76,4,"Angry",-0.0612931347770005
76,4,"Happy",-0.0581111561450097
76,4,"Neutral",0.0885641318727104
76,5,"Angry",0.127530157530101
76,5,"Happy",-0.14007977994114
76,5,"Neutral",-0.0294064775459634
76,6,"Angry",-0.00989379294437807
76,6,"Happy",-0.00664316691814947
76,6,"Neutral",-0.0926673236477902
76,7,"Angry",0.0102999426056101
76,7,"Happy",0.00338056569209237
76,7,"Neutral",0.0170922493237009
76,8,"Angry",-0.00873529484154872
76,8,"Happy",-0.0742832252237568
76,8,"Neutral",0.0897825655056238
76,9,"Angry",0.0226581046438003
76,9,"Happy",-0.109032301348381
76,9,"Neutral",-0.140132524907781
76,10,"Angry",0.016287065187396
76,10,"Happy",-0.0553672317462414
76,10,"Neutral",-0.0192607409898654
76,11,"Angry",-0.009412687371947
76,11,"Happy",0.11004340263583
76,11,"Neutral",0.138072124230623
76,12,"Angry",-0.275803757011714
76,12,"Happy",-0.0219898731273062
76,12,"Neutral",-0.0183103434539893
77,1,"Angry",-0.517986925408747
77,1,"Happy",0.00387634010168107
77,1,"Neutral",0.0513958500306652
77,2,"Angry",-0.00653895685604747
77,2,"Happy",-0.0444169793806826
77,2,"Neutral",-0.311586940515254
77,3,"Angry",-0.0154819557793759
77,3,"Happy",0.128311251861205
77,3,"Neutral",-0.118033154130212
77,4,"Angry",-0.0886497866433969
77,4,"Happy",0.0784894543677002
77,4,"Neutral",-0.118996543987847
77,5,"Angry",0.165716422876635
77,5,"Happy",-0.0510722092735271
77,5,"Neutral",-0.515733756481451
77,6,"Angry",-0.622270678368733
77,6,"Happy",-0.786309531381934
77,6,"Neutral",0.0650507872822254
77,7,"Angry",-0.156545683160619
77,7,"Happy",-0.0149846915015667
77,7,"Neutral",-0.0409181184844801
77,8,"Angry",-0.351343196664057
77,8,"Happy",-0.0103969876612297
77,8,"Neutral",-0.159062576813562
77,9,"Angry",-0.14987957085146
77,9,"Happy",-0.156872250896598
77,9,"Neutral",0.0348819254201861
77,10,"Angry",-0.147293118984909
77,10,"Happy",0.0901245730493009
77,10,"Neutral",-0.00884457398756665
77,11,"Angry",-0.122705921761108
77,11,"Happy",-0.0865465602757758
77,11,"Neutral",-0.0528062844008045
77,12,"Angry",-0.674759509777767
77,12,"Happy",-0.00657403184157414
77,12,"Neutral",-0.0397046500149273
78,1,"Angry",-0.352866374350171
78,1,"Happy",0.688448480818221
78,1,"Neutral",0.88507478796177
78,2,"Angry",-0.0232776125362735
78,2,"Happy",0.325445513636713
78,2,"Neutral",0.0158635390764115
78,3,"Angry",0.0738566107165991
78,3,"Happy",0.270666713695805
78,3,"Neutral",0.38238099245522
78,4,"Angry",0.174535640667977
78,4,"Happy",0.214655120179164
78,4,"Neutral",0.0129944726072669
78,5,"Angry",0.325151444844312
78,5,"Happy",0.935472582289754
78,5,"Neutral",0.298208992130186
78,6,"Angry",0.137770707566055
78,6,"Happy",1.07561390836392
78,6,"Neutral",-0.0590771372456667
78,7,"Angry",-0.105799529771278
78,7,"Happy",0.62196911649043
78,7,"Neutral",0.293932952158716
78,8,"Angry",0.0697147167115078
78,8,"Happy",1.34987187405492
78,8,"Neutral",0.111528743605137
78,9,"Angry",0.0482961419776923
78,9,"Happy",0.69036376629137
78,9,"Neutral",-0.085402044599294
78,10,"Angry",0.0996543262424238
